CONTPAQ i,,,,,SM8 SUC MEXICO,,,,,22-Apr-2025
Moneda: Peso Mexicano,,,,,Estado de Cuenta de Clientes,,,,,
,,,,,del 01/ENE/2022 al 31/DIC/2022,,,,,
Fecha,Serie,Folio,Concepto,Cargos,Abonos,Saldo Documento,Vence,Tipo de Cambio,Estado del Documento,Referencia
Cliente:,00001,,,,,,,,,
Nombre:,VIGUETAS Y BOVEDILLAS S.A. DE C.V.,,,,,,,,,
,,,,Saldo Inicial,,0.00 ,,,,
,,,,0.00 ,0.00 ,0.00 ,,,,
,,Resumen,,,,,,,,
,,,Saldo Inicial,0.00 ,,,,,,
,,,(+) Cargos,0.00 ,,,,,,
,,,(-) Abonos,0.00 ,,,,,,
,,,(=) Saldo Final,0.00 ,,,,,,
,,,,,,,,,,
Cliente:,00002,,,,,,,,,
Nombre:,RECUBRIMIENTOS DE PROTECCION,,,,,,,,,
,,,,Saldo Inicial,,0.00 ,,,,
31-Mar-2022,MEXSX,"2,514",FAC Servicio SIN PAGO,"2,088.00 ", ,0.00 ,31-Mar-2022,1.0000 ,(1),FORD
19-Apr-2022,PMEX,"2,123",REP, ,"(2,088.00)", , ,1.0000 ,(1),
26-Apr-2022,MEXSX,"2,559",FAC Servicio SIN PAGO,"1,113.60 ", ,0.00 ,26-Apr-2022,1.0000 ,(1),FORD
28-Apr-2022,PMEX,"2,144",REP, ,"(1,113.60)", , ,1.0000 ,(1),
07-Jul-2022,MEXSX,"2,736",FAC Servicio SIN PAGO,"2,610.00 ", ,0.00 ,07-Jul-2022,1.0000 ,(1),PLANTA SIDERTUL
11-Jul-2022,PMEX,"2,278",REP, ,"(2,610.00)", , ,1.0000 ,(1),
12-Jul-2022,MEXSX,"2,745",FAC Servicio SIN PAGO,"3,132.00 ", ,0.00 ,12-Jul-2022,1.0000 ,(1),PLANTA SIDERTUL
26-Jul-2022,PMEX,"2,302",REP, ,"(3,132.00)", , ,1.0000 ,(1),
29-Sep-2022,MEXSY,"1,649",FAC Servicio PAGADA,"2,871.00 ", ,0.00 ,29-Sep-2022,1.0000 ,(1),CARTONERA SAN PABLO
29-Sep-2022,,"4,678",Pago del cliente, ,"(2,871.00)", , ,1.0000 ,(2),Factura MEXSY 1649
29-Sep-2022,MEXSY,"1,650",FAC Servicio PAGADA,"9,396.00 ", ,0.00 ,29-Sep-2022,1.0000 ,(1),OFICINAS
29-Sep-2022,,"4,679",Pago del cliente, ,"(9,396.00)", , ,1.0000 ,(2),Factura MEXSY 1650
07-Oct-2022,MEXSY,"1,660",FAC Servicio PAGADA,"2,262.00 ", ,0.00 ,07-Oct-2022,1.0000 ,(1),TINA PUEBLA
07-Oct-2022,,"4,690",Pago del cliente, ,"(2,262.00)", , ,1.0000 ,(2),Factura MEXSY 1660
21-Oct-2022,MEXSX,"2,996",FAC Servicio SIN PAGO,"2,871.00 ", ,0.00 ,21-Oct-2022,1.0000 ,(1),PLANTA SIDERTUL
01-Nov-2022,PMEX,"2,482",REP, ,"(2,871.00)", , ,1.0000 ,(1),
19-Nov-2022,MEXSX,"3,062",FAC Servicio SIN PAGO,"1,508.00 ", ,0.00 ,19-Nov-2022,1.0000 ,(1),TINA PUEBLA
22-Nov-2022,PMEX,"2,514",REP, ,"(1,508.00)", , ,1.0000 ,(1),
